novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
Positive sentiment about beauty,The review expresses admiration but does not relate to any specific service or issue.,2025-10-15T15:19:54.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.430681049823761,new,"This topic introduces a unique approach focusing on minimizing cut and prioritizing customer benefits, which is not covered in existing topics.",Customer-centric pricing strategy
Customer disrespect,"The review expresses a sentiment of disrespect towards customers, which is not covered in the existing topics.",2025-10-15T18:18:26.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.43036800622940063,merge,Topics related to payment options and issues are consolidated for clarity.,Payment Methods
Cheating Allegation,The review suggests dishonesty or unfair practices by the app.,2025-10-17T12:41:18.000000+0530,GREAT_APP,Great App,0.43001455068588257,merge,Consolidating vague feedback and positive experience under a single category for clarity.,Feedback Types
No offers available,"The review mentions a lack of offers on the app, which is not covered in the existing topics.",2025-10-04T11:19:41.000000+0530,GREAT_APP,Great App,0.4296841025352478,merge,"Both topics relate to problems with the ordering process, indicating potential issues that may lead to incomplete orders.",Frequent Ordering Issue
App auto-refresh issue,"The review mentions an app auto-refresh problem affecting user experience, which is not covered in the existing topics.",2025-10-01T13:06:01.000000+0530,GREAT_APP,Great App,0.4296515882015228,merge,Consolidating topics related to pricing to address both reasonable pricing and overpriced items under a single category.,Pricing Concerns
Weird payment option,"The review mentions a weird payment option, which is not specifically covered in the existing topics.",2025-10-17T13:51:11.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.4295945167541504,merge,"Both topics relate to customer service experiences, but Topic A is a neutral observation while Topic B indicates a negative aspect of service.",Generic Greeting
Automatic Order Issue,"The review mentions an automatic order being taken without the user's action, which is not covered in the existing topics.",2025-10-14T13:29:00.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.42934858798980713,merge,"Both topics address concerns related to the quality of food, with Topic A focusing on unethical practices and Topic B on general poor quality.",Food Quality Issues
Unclear request,The review text is unclear and does not specify a particular issue related to the service or food.,2025-10-12T09:29:29.000000+0530,POOR_QUALITY,Poor Quality,0.42924073338508606,merge,"Both topics address issues related to food quality and safety, making them suitable for consolidation.",Harmful Food Concern
Low Order Volume,Review mentions receiving very few orders in a long work period.,2025-09-30T13:03:40.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.42896127700805664,merge,"Both topics relate to expressing positive feelings, but Topic A is less specific and can be encompassed by the broader category of positive experiences.",Positive Sentiment
Discount not applying,"The review mentions an issue with a discount not being applied at payment, which is not covered in the existing topics.",2025-10-17T14:19:02.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.42871034145355225,merge,Consolidated topics related to service metrics and overall service evaluation.,Service Quality
Ads disrupt delivery tracking,"The review mentions ads appearing instead of delivery tracking, which is not covered in the existing topics.",2025-09-30T16:04:18.000000+0530,HIGH_FEES,High Fees,0.42867958545684814,merge,"Both topics relate to the evaluation of experiences, with Topic A focusing on time tracking as a factor in feedback.",Time Tracking Feedback
Order Acceptance After Closure,Review mentions taking orders from closed restaurants.,2025-10-21T16:06:39.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.4282473623752594,merge,Both topics relate to customer confusion and dissatisfaction regarding pricing and fees.,Unclear Pricing and High Fees
Unrelated Review Content,The review does not relate to any specific service or food issue.,2025-10-11T17:24:26.000000+0530,POOR_QUALITY,Poor Quality,0.4280206561088562,merge,"Both topics relate to customer satisfaction, with Topic A indicating dissatisfaction and Topic B indicating satisfaction.",Customer Experience
Lack of response,"The review indicates disappointment due to a lack of response, which is not explicitly covered in the catalog.",2025-10-23T16:02:54.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.427204966545105,merge,Both topics relate to pricing strategies and customer perceptions of value.,Better Discounts
Table reservation issue,"The review describes a situation where a restaurant refused to honor a table reservation, which is not covered in the existing topics.",2025-10-21T14:55:34.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.427176296710968,new,This topic introduces a new promotional offer for free delivery that is not covered in existing topics.,Free Delivery Promotion
Interest in service,The review expresses interest but does not relate to any specific issue or topic in the catalog.,2025-10-09T12:35:01.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4270870089530945,merge,"Both topics express a positive sentiment, with Topic A being a specific instance of a positive experience.",Best PO
GST Concerns,Review mentions issues with GST charges.,2025-10-22T08:18:05.000000+0530,HIGH_FEES,High Fees,0.4268731474876404,new,This topic addresses a specific concern about pricing that is not covered by existing topics.,Request for lower prices
Payment Mode Inquiry,Review mentions lack of inquiry about payment modes.,2025-10-08T07:37:37.000000+0530,PAYMENT_FAILURE,Payment Failure,0.4264806807041168,merge,Consolidating positive sentiment topics into a single category.,Positive Feedback
First-time experience inquiry,"The review expresses curiosity about trying food for the first time, which is not covered in the existing topics.",2025-10-22T11:09:56.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.4264426827430725,merge,"Topics A and B address the speed of order processing and delivery, which are related aspects of the overall order fulfillment experience.",Order Processing Speed
Positive sentiment about song,The review expresses a positive sentiment but does not relate to any specific topic in the catalog.,2025-10-13T16:22:45.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.42605865001678467,merge,Both topics relate to reviews but focus on different aspects; Topic A is about lack of clarity while Topic B is about a positive experience. They can be consolidated under a broader category of 'Review Types'.,Ambiguous Review
Restaurant quality inspection,Review suggests restaurants should be inspected before being added.,2025-10-13T11:56:38.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.4255981147289276,new,"The review mentions a problem with the app's location functionality, which is not covered in the existing topics.",App Location Issue
App competition mention,"The review discusses the presence of Swiggy in relation to Zomato, indicating competition rather than a service issue.",2025-10-13T13:39:08.000000+0530,GREAT_APP,Great App,0.42558377981185913,new,"This topic emphasizes the importance of food safety, which is not explicitly covered in the existing topics.",Customer Food Safety Concern
Poor Offer Experience,The review discusses dissatisfaction with a new offer without specific issues covered in the catalog.,2025-10-14T15:56:27.000000+0530,POOR_QUALITY,Poor Quality,0.4249468147754669,merge,"Both topics represent different sentiments in reviews, but they are distinct in nature and should remain separate.",General complaint
Customer support issues,"The review indicates a problem with the company's willingness to solve issues, which is not specifically covered in the catalog.",2025-09-29T04:55:02.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.42483091354370117,merge,"Both topics relate to the sentiment expressed in reviews, but Topic A is more specific about the vagueness of the sentiment, while Topic B indicates a positive experience. They can be merged under a broader category of sentiment analysis.",Ambiguous sentiment
Deceptive Practices,Review indicates misleading timing affecting customers.,2025-10-11T07:32:41.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.4242221713066101,merge,"Both topics relate to pricing, with Topic A focusing on positive pricing reviews and Topic B addressing high fees, which can be seen as a negative aspect of pricing.",Best Rate
Job creation through delivery apps,"The review discusses the impact of delivery apps on job creation, which is not covered in the existing topics.",2025-09-29T18:51:25.000000+0530,FAST_DELIVERY,Fast Delivery,0.4241715669631958,merge,"Both topics relate to dissatisfaction with service or food quality, but Topic A is more about the lack of clarity in the issue, while Topic B specifies poor quality.",Unclear Issue
Cash Incentive Issue,Review mentions expectation of free cash not met.,2025-10-25T08:58:51.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.4239492118358612,merge,"Both topics address issues related to delays, with Topic A being a general complaint and Topic B specifically mentioning late delivery.",General complaint about waiting
GST Charges Concern,Review mentions issues with GST charges.,2025-10-10T13:40:32.000000+0530,HIGH_FEES,High Fees,0.4235914945602417,merge,"Both topics discuss the app's performance, with Topic A providing a comparative analysis and Topic B expressing a positive sentiment.",Comparison with other apps
GST Complaint,"The review mentions a complaint regarding GST charges, which is not covered in the existing topics.",2025-10-23T14:10:43.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.4235419034957886,new,"The review mentions the app not opening, which is not covered in the existing topics.",App not opening
Order Status Confusion,"The review mentions waiting for an order check, indicating confusion or uncertainty about the order status.",2025-09-28T11:26:02.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.4229585528373718,merge,Consolidated general service dissatisfaction and positive experiences into a single category for clarity.,Service Experience
Comparison with competitors,The review compares Swiggy with other delivery services.,2025-09-30T15:41:00.000000+0530,FAST_DELIVERY,Fast Delivery,0.4222285747528076,merge,"Both topics express positive feelings, but Topic A is more specific to beauty while Topic B is broader. Merging them under a more specific label captures the essence of both.",Positive Sentiment about Beauty
Poor Offers Compared to Competitors,"The review mentions dissatisfaction with offers and a preference for a competitor, which is not covered in the catalog.",2025-10-10T09:18:56.000000+0530,POOR_QUALITY,Poor Quality,0.42166173458099365,merge,Both topics address negative sentiments related to customer interactions and professionalism.,Customer Disrespect and Unprofessional Behavior
Price details unclear,The review mentions confusion about price differences without a specific category in the catalog.,2025-10-22T08:16:53.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.42160627245903015,merge,"Both topics relate to the app's reputation, with Topic A highlighting negative aspects and Topic B suggesting positive feedback.",Cheating Allegation
Negative cash offer experience,"The review mentions a negative experience with a cash offer, which is not specifically covered in the existing topics.",2025-10-14T09:42:54.000000+0530,NEGATIVE_GENERIC,Negative Generic,0.42159008979797363,new,"The review mentions a lack of offers on the app, which is not covered in the existing topics.",No offers available
Value Combos Appreciation,The review highlights a positive sentiment towards value combos not available on other platforms.,2025-09-30T14:01:59.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4213492274284363,new,"The review mentions an app auto-refresh problem affecting user experience, which is not covered in the existing topics.",App auto-refresh issue
No specific issue mentioned,The review does not provide any details or context related to the service or experience.,2025-10-01T18:19:17.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.42044928669929504,merge,"The review mentions a weird payment option, which can be considered a unique aspect of the payment experience, while 'Money Already Eaten' may refer to a specific context of payment issues. Merging them under a broader category of payment experiences is appropriate.",Weird payment option
Fraudulent service complaint,"The review mentions 'fraud app' and poor customer care, which is not specifically covered in the existing topics.",2025-09-29T18:49:30.000000+0530,HIGH_FEES,High Fees,0.419903039932251,new,"This topic addresses the specific issue of automatic orders being placed without user action, which is not covered by existing topics.",Automatic Order Issue
Lack of Offers,"Review mentions absence of proper offers, which is not covered in the catalog.",2025-10-08T19:24:42.000000+0530,OUT_OF_STOCK,Out of Stock,0.4197431206703186,merge,Both topics express a general negative sentiment without specifying particular issues.,Negative Generic
Misleading Free Offer,"The review mentions being charged for an item that was initially shown as free, indicating a potential issue with misleading pricing or promotions.",2025-10-13T16:06:37.000000+0530,HIGH_FEES,High Fees,0.419403612613678,new,"This topic addresses delays specifically caused by weather conditions, such as rain, which is not covered in existing topics.",Weather-related delay
Timing and exchange issues,"The review mentions a timing problem and an exchange request, which are not explicitly covered in the existing topics.",2025-10-17T17:38:02.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.41919684410095215,new,"The review indicates a need for South Indian food options, which is not covered in the existing topics.",South Indian Food Options
Customer-centric pricing strategy,"The review suggests minimizing cut and prioritizing customer benefits, which is not covered in existing topics.",2025-10-13T14:52:59.000000+0530,HIGH_FEES,High Fees,0.41891735792160034,merge,"Both topics address customer dissatisfaction, but Topic A specifically focuses on loyalty rewards, while Topic B discusses fees, which may indirectly relate to loyalty but is not the same issue.",Loyalty Reward Issues
Payment Method Suggestions,User suggests adding new payment options.,2025-10-03T05:11:53.000000+0530,PAYMENT_FAILURE,Payment Failure,0.41815945506095886,merge,"Both topics address issues related to pricing, with Topic A specifically mentioning a price increase for biryani and Topic B discussing overpriced items.",Price Concerns
Vague feedback,The review does not specify an issue.,2025-10-13T12:06:04.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4175069332122803,new,"The review highlights the absence of notifications for driver arrival, which is not covered in the existing topics.",Lack of Notifications
Frequent Ordering Issue,"The review mentions frequent ordering without specifying a problem, indicating a potential issue with the ordering process.",2025-10-08T16:35:42.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.417466402053833,new,"The review suggests the app exploits human instincts for profit, which is not covered in existing topics.",Manipulation of Hunger
Reasonable Pricing,"The review mentions reasonable price, which is not explicitly covered in the catalog.",2025-10-07T17:16:52.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.4166579246520996,merge,"Both topics address concerns related to food service and quality, indicating a connection between hunger and the quality of food provided.",Hunger Issue
Generic Greeting,The review does not address any specific issue related to the service or food.,2025-10-05T08:28:43.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.41650623083114624,merge,"Both topics express positive sentiments, but Topic A is specifically about festive greetings, while Topic B is more general.",Festival Greeting
Food Cheating,"The term 'food cheaters' suggests unethical practices related to food quality or service, which is not explicitly covered in the catalog.",2025-10-04T08:42:20.000000+0530,POOR_QUALITY,Poor Quality,0.4155760109424591,new,"This topic addresses the inability to modify an order, which is not covered in existing topics.",Order Modification Issue
Positive sentiment expressed,The review contains only emojis expressing positive feelings.,2025-09-29T10:39:00.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4154159128665924,new,"The review mentions the app not providing beer, which is not covered in the existing topics.",Beer not available in app
Restaurant Closed After Order,"The review highlights an issue where the restaurant was closed after the order was taken, which is not covered in the existing topics.",2025-10-04T20:24:01.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.4152981638908386,merge,"Both topics relate to feedback regarding issues with an order, with Topic A suggesting potential problems and Topic B indicating a specific issue related to the order.",Incomplete order feedback
Review System Issues,"Mentions bad review system and delivery time mechanics, which are not covered in the catalog.",2025-10-22T09:36:25.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.4137294888496399,merge,"Topics A and B both describe positive sentiments and experiences, making them redundant.",Positive Emotional Response
Payment Method Suggestion,"The review suggests adding a payment method (Google Pay), which is not covered in existing topics.",2025-10-22T02:32:56.000000+0530,PAYMENT_FAILURE,Payment Failure,0.41362690925598145,merge,"Consolidating topics related to user experience, including both improvement needs and positive experiences.",User Experience
Incorrect Information,"The review mentions 'all wrong information', indicating a potential issue with the accuracy of information provided, which is not specifically covered in the catalog.",2025-10-18T08:05:12.000000+0530,WRONG_ITEM,Wrong Item,0.41311269998550415,new,"The review highlights a significant security issue regarding the screening of delivery executives, which is not addressed in the existing topics.",Security concerns for women
Review after order received,"The review mentions giving feedback after receiving the order, which is not specifically covered in the catalog.",2025-10-04T03:43:16.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.41304197907447815,new,"This topic addresses a specific issue regarding the inability to read restaurant reviews, which is not covered in existing topics.",Unable to read reviews
Offer Retraction Issue,"The review mentions an offer being retracted, which is not covered in the existing topics.",2025-10-10T19:45:57.000000+0530,REFUND_FRICTION,Refund Friction,0.4124499559402466,new,"The review mentions a problem with using a cash coupon, which is not covered in the existing topics.",Coupon Usage Issue
Payment Inquiry,The review mentions a concern about charges without specifying a clear issue.,2025-09-28T15:25:24.000000+0530,HIGH_FEES,High Fees,0.4123914837837219,new,"The review suggests using fresh oil for better taste, which is not covered in existing topics.",Oil Quality Suggestion
Less Discounts,Review mentions dissatisfaction with discounts offered.,2025-10-09T12:12:28.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4117063283920288,merge,Consolidated 'Not derived food' and 'Poor Quality' as they both address issues related to food quality and sourcing.,Not Derived Food
Frequent Order Cancellations,The review mentions frequent cancellations which is not explicitly covered in the catalog.,2025-09-28T11:18:16.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.41137462854385376,merge,Consolidating related topics about location functionality and address finding.,Location Issues
Food Waste Concern,"The review highlights a concern about food waste related to the app, which is not addressed in the existing topics.",2025-10-22T06:10:30.000000+0530,GREAT_APP,Great App,0.4113504886627197,new,"This topic introduces a unique aspect of delivery experiences that involves discount coupons, which is not covered in existing topics.",Delivery with discount coupon
Waiting for update,"The review mentions waiting for an update on the order status, which is not specifically covered in the catalog.",2025-10-10T19:34:24.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.4111495614051819,new,"The review mentions not being able to see any food items, which is a distinct concern separate from stale food.",Food Visibility Issues
Tip for service,The review provides a tip but does not relate to any specific issue or topic in the catalog.,2025-10-03T07:11:26.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.41029611229896545,merge,Discount appreciation is a subset of positive experiences related to discounts.,Positive Experience
Client Communication Issue,"The review mentions poor communication with clients, which is not covered in the catalog.",2025-10-02T20:46:34.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.40996628999710083,new,"The review mentions 'fasting', which is not covered in the existing topics.",Fasting Experience
Location Search Issue,"The review mentions a problem with searching for the current location, which is not covered in the existing topics.",2025-10-22T09:58:34.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.4099186062812805,new,"The review mentions an inability to checkout, which is not covered in the existing topics.",Checkout Issue
Limited offers,"The review mentions a lack of offers, which is not covered in the existing topics.",2025-10-02T14:23:17.000000+0530,LIMITED_OPTIONS,Limited Options,0.40936946868896484,merge,"Consolidated topics related to service speed, including both slow service and fast delivery.",Service Speed
Menu Pricing Feedback,"The review mentions 'best menu rate', indicating a focus on menu pricing which is not covered in the catalog.",2025-10-04T13:35:13.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.4091583490371704,merge,Topic A's focus on positive sentiment without context is a subset of the broader category of positive experiences.,Positive Sentiment
YouTube ID mention,"The review mentions a YouTube ID, which is not related to any delivery or food service issues.",2025-10-19T17:39:00.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.4090617895126343,merge,Consolidating topics related to delivery speed and wait times for clarity.,Delivery Times
Affordable Pricing,"The review mentions affordability, which is not covered in the existing topics.",2025-10-12T06:46:21.000000+0530,POOR_QUALITY,Poor Quality,0.4087720513343811,new,"This topic introduces a unique aspect of food discovery focused on saving time, which is not covered in existing topics.",Time-saving food discovery
Order confusion,"The review indicates confusion about the order process and speed, which is not explicitly covered in the catalog.",2025-10-16T21:42:05.000000+0530,WRONG_ITEM,Wrong Item,0.40855497121810913,new,"Review mentions grocery purchasing and offers, not covered in existing topics.",Grocery Offers
Offer complaint,"The review mentions dissatisfaction with offers, which is not covered in the catalog.",2025-10-06T12:17:20.000000+0530,NO_RESPONSE_COMPLAINT,No Response to Complaint,0.4079872965812683,merge,Both topics relate to issues surrounding payment processes.,Payment Inquiry and Failure
Ad annoyance after payment,"The review expresses frustration about receiving ads after payment, which is not covered in the existing topics.",2025-10-01T22:50:09.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.4073364734649658,new,"This topic addresses curiosity about trying food for the first time, which is not covered in existing topics.",First-time experience inquiry
Battery quality feedback,The review mentions 'good battery' which does not relate to any existing topics in the catalog.,2025-10-18T09:19:20.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.40713050961494446,merge,Both topics express a positive sentiment but are related to different contexts.,Positive Sentiment
General fatigue,The review expresses a feeling of tiredness without specific relation to the service.,2025-10-22T03:01:43.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4069611728191376,new,"Topics A and B are distinct; Topic A focuses on the inspection process for restaurants, while Topic B addresses unprofessional behavior, which is not directly related to restaurant inspections.",Restaurant Quality Inspection
Membership Program Feedback,"The review mentions a membership program, which is not covered in the existing topics.",2025-10-19T16:11:00.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4060184955596924,merge,"Both topics discuss aspects of app performance and competition, making them related.",App competition mention
Fraudulent Behavior,"The review describes a severe dissatisfaction with the service, labeling it as fraudulent, which is not specifically covered in the catalog.",2025-10-14T10:05:51.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.40414872765541077,merge,"Both topics relate to dissatisfaction with product offerings, though Topic A focuses on the experience with offers and Topic B on quality.",Poor Offer Experience
Address Change Issue,User unable to save address after update.,2025-09-30T07:03:05.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.4040147066116333,merge,Both topics address issues related to customer complaints and the company's response.,Customer support issues
Mixed Experience,The review indicates both good and bad experiences without specifying issues.,2025-10-02T15:29:21.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4037487804889679,merge,"Unprofessional behavior can contribute to deceptive practices, as both involve misleading or unethical conduct affecting customers.",Deceptive Practices
Hot food not provided,"The review indicates that food was delivered cold, which is not explicitly covered in the existing topics.",2025-10-17T19:50:15.000000+0530,STALE_FOOD,Stale Food,0.40358269214630127,new,"This topic discusses the impact of delivery apps on job creation, which is not covered in the existing topics.",Job creation through delivery apps
Account-related issue,The review mentions an account issue but does not specify a problem covered in the catalog.,2025-10-02T19:58:39.000000+0530,LOGIN_BUG,Login Bug,0.40281951427459717,merge,"Topics A and B are related to customer expectations and service availability, thus they can be consolidated under a broader category.",Cash Incentive Issue
Feedback input issue,"The review mentions an inability to type feedback, which is not covered in the existing topics.",2025-10-18T09:11:23.000000+0530,NEGATIVE_GENERIC,Negative Generic,0.40272286534309387,merge,High Fees is a related concern as both topics address financial burdens on consumers.,GST Charges Concern
App Installation Issue,"The review mentions an issue with the app not installing, which is not covered in the existing topics.",2025-10-24T01:58:51.000000+0530,GREAT_APP,Great App,0.402035117149353,new,"This topic addresses a specific complaint regarding GST charges, which is not covered in the existing topics.",GST Complaint
Turtle delivery system,"The review mentions a 'turtle delivery system', which is not covered in the existing topics.",2025-10-10T10:52:38.000000+0530,FAST_DELIVERY,Fast Delivery,0.4019985795021057,merge,Both topics address issues related to uncertainty about order delivery.,Order Status Confusion
Timing and money issues,"The review suggests a problem with the app's understanding of timing and monetary value, which is not specifically addressed in the existing topics.",2025-10-15T10:39:26.000000+0530,GREAT_APP,Great App,0.4019829034805298,merge,"Both topics relate to evaluating Swiggy's performance, with Topic A focusing on comparisons and Topic B highlighting a key aspect of delivery services.",Comparison with competitors
Missing saved eatlist options,"The review mentions an issue with accessing saved eatlist options, which is not covered in the existing topics.",2025-10-11T14:57:29.000000+0530,LIMITED_OPTIONS,Limited Options,0.4017382860183716,merge,"Both topics reflect dissatisfaction with the product, either due to offers compared to competitors or overall quality.",Poor Offers and Quality
Restaurant supervision issue,"The review mentions the need for Swiggy to supervise listed restaurants, which is not covered in the existing topics.",2025-10-07T16:21:10.000000+0530,LIMITED_OPTIONS,Limited Options,0.4017043113708496,merge,"Both topics address issues related to pricing, with Topic A focusing on confusion about prices and Topic B indicating that items are overpriced.",Price details and Overpriced Items
Poor experience with amount,"The review expresses dissatisfaction with the amount, which is not specifically covered in existing topics.",2025-09-28T15:17:46.000000+0530,POOR_QUALITY,Poor Quality,0.4010806381702423,merge,Consolidating with existing negative experiences to cover specific cash offer issues.,Negative cash offer experience
No free cash apply,"The review mentions a lack of free cash application, which is not covered in the existing topics.",2025-10-17T05:14:17.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.40014711022377014,merge,"Both topics reflect a positive sentiment towards experiences, with Topic A specifically focusing on value combos.",Value Combos Appreciation
Offers not working,"The review mentions that the offers do not work, which is not covered in the existing topics.",2025-10-17T13:15:19.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.40013277530670166,merge,"Topic A does not provide specific details, while Topic B indicates a positive experience.",Positive Experience
Address Addition Delay,"Review mentions delay in adding address, not covered in existing topics.",2025-10-02T16:23:51.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.3998745083808899,new,"The review mentions 'fraud app' and poor customer care, which is not specifically covered in the existing topics.",Fraudulent service complaint
Generic dislike,The review expresses a general dislike without specifying an issue.,2025-10-17T07:44:31.000000+0530,NEGATIVE_GENERIC,Negative Generic,0.3995625078678131,merge,"Both topics relate to issues with complaints, with Topic A focusing on dissatisfaction with offers and Topic B on the lack of response to complaints.",Offer complaint
Weather-related delay,"The review mentions a delay due to rain, which is not covered in the existing topics.",2025-10-02T13:34:24.000000+0530,LATE_DELIVERY,Late Delivery,0.39910387992858887,new,"This topic addresses a specific frustration regarding receiving ads after making a payment, which is not covered in existing topics.",Ad annoyance after payment
Request for South Indian food,"The review indicates a need for South Indian food options, which is not covered in the existing topics.",2025-10-01T03:28:22.000000+0530,POOR_QUALITY,Poor Quality,0.39909660816192627,new,The review mentions 'good battery' which does not relate to any existing topics in the catalog.,Battery quality feedback
Loyalty Reward Issues,The review discusses unfair treatment of loyal customers regarding coupon offers.,2025-10-03T14:50:18.000000+0530,HIGH_FEES,High Fees,0.39901700615882874,merge,"Both topics relate to the overall experience of the service, with Topic A expressing a negative aspect (fatigue) and Topic B indicating a positive experience. They can be consolidated under a broader category of service experience.",General fatigue
Price Increase Concern,Review mentions price increase for biryani.,2025-10-24T10:18:15.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.3988412916660309,new,"The review mentions a membership program, which is not covered in the existing topics.",Membership Program Feedback
Lack of Notifications,"The review highlights the absence of notifications for driver arrival, which is not covered in the existing topics.",2025-10-21T08:59:39.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.3986065983772278,merge,Both topics describe negative behaviors related to service dissatisfaction.,Fraudulent and Unprofessional Behavior
Manipulation of Hunger,"The review suggests the app exploits human instincts for profit, which is not covered in existing topics.",2025-09-28T06:51:09.000000+0530,GREAT_APP,Great App,0.398252010345459,merge,Consolidated similar issues related to address management.,Address Change Issues
Hunger Issue,"Review mentions Swiggy not being perfect for hungry people, indicating a potential service or food availability issue.",2025-10-16T18:14:24.000000+0530,POOR_QUALITY,Poor Quality,0.39756619930267334,merge,"Topics A and B can be consolidated under a single category as they both relate to the overall experience, with Topic A encompassing both positive and negative aspects.",Experience
Festival Greeting,The review expresses a festive greeting without any service-related feedback.,2025-10-15T05:36:13.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.39743566513061523,merge,"Both topics address problems related to the quality of food delivered, specifically regarding temperature and freshness.",Food Quality Issues
Order Modification Issue,"The review mentions not being able to modify the order, which is not covered in the existing topics.",2025-10-14T07:23:12.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.397271066904068,merge,Login Bug is a specific instance of an account-related issue.,Account-related issue
Delivery with discount coupon,"The review mentions a delivery experience with a discount coupon, which is not covered in the existing topics.",2025-09-29T10:40:20.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.39721518754959106,new,"The review accuses the service of being a scam, which is not covered in the existing topics.",Fraud Allegation
Food items not visible,"The review mentions not being able to see any food items, which is not specifically covered in the existing topics.",2025-10-11T09:06:57.000000+0530,STALE_FOOD,Stale Food,0.3971279263496399,new,Both topics address user experience concerns that do not fit existing categories.,Timing Issue and No Cancel Option
Discount Appreciation,"The review expresses appreciation for discounts, which is not covered in the catalog.",2025-10-12T15:39:17.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.39696580171585083,new,The term 'super food' is not addressed in the existing catalog.,Super Food
Fasting Experience,"The review mentions 'fasting', which is not covered in the existing topics.",2025-10-03T19:25:17.000000+0530,FAST_DELIVERY,Fast Delivery,0.39657825231552124,new,"The review suggests a need for additional payment methods, which is not covered in the existing topics.",More Payment Options Needed
Checkout Issue,"The review mentions an inability to checkout, which is not covered in the existing topics.",2025-10-16T15:18:14.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.39636895060539246,merge,Both topics relate to customer service issues regarding offers and availability.,Free Pizza Offer Issue
Slow Service,"Review mentions slow service, not covered in catalog.",2025-10-11T15:38:08.000000+0530,FAST_DELIVERY,Fast Delivery,0.3960045874118805,new,This topic addresses a specific concern not covered in existing topics.,Free items increase cooking time
Positive sentiment without context,"The review consists solely of an emoji, indicating a positive sentiment but lacks specific context or details.",2025-09-29T15:26:02.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.39474180340766907,merge,"Both topics express positive sentiments, with Topic A being a general expression of thanks and Topic B reflecting a positive experience.",Generic gratitude expression
Long wait time,"The review mentions 'much time taking', indicating a delay not specifically covered in existing topics.",2025-10-19T18:42:29.000000+0530,FAST_DELIVERY,Fast Delivery,0.3945797085762024,new,"The review mentions ease of access, which is not covered in the existing topics.",Accessibility of Service
